"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"5ACHS003.42","CM06","AW, RB",18,"2011, 2012, 2013, 2015",4,"6 : AW","6 : AW | 2 : RB","2 : RB",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 6 | Total: 18","RB: 4 | Total: 4","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Couches Cr @ Rt 40","000002","AMBNT",36.97472222,-78.28,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Couches Creek","030102040203","Couches Creek","CM-B",NA
"5ACHS006.33","CM06","RB",6,"2012, 2013, 2015",3,NA,"2 : RB","2 : RB",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 6 | Total: 6","RB: 4 | Total: 4","RB: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","WEST OF VICTORIA LAGOON AT RT. 667","000002","AMBNT",36.99305556,-78.24361111,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Couches Creek","030102040203","Couches Creek","CM-B",NA
"5ACPR000.41","CM01","RB",6,"2011, 2014, 2016",3,"2 : RB",NA,NA,"2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 6 | Total: 6","RB: 4 | Total: 4","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","Cruppers Run @ Rte. 694","000002","AMBNT",36.89908333,-78.38330555,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Middle Meherrin River","030102040101","Middle Meherrin River","CM-A",NA
"5ACRK003.63","CM09","RB",6,"2011, 2014, 2016",3,"2 : RB",NA,NA,"2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 6 | Total: 6","RB: 4 | Total: 4","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","Crooked Cr @ Rte 636","000002","AMBNT",36.81977778,-78.16536111,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Crooked Creek-Meherrin River","030102040302","Meherrin River-Crooked Creek","CM-C",NA
"5AFNY002.48","CM02","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Fort Mitchell Road","000002","AMBNT",36.851,-78.46,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Finneywood Creek-South Meherrin River","030102040102","South Meherrin River-Finneywood Creek","CM-A",NA
"5AFRC002.98","CM10","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 612 BRIDGE","000002","AMBNT",36.82777778,-78.10777778,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Flat Rock Creek","030102040303","Flat Rock Creek","CM-C",NA
"5AFRC011.93","CM10","FP",2,"2012",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Flat Rock Ck east of 648 west of 607","000002","AMBNT",36.92838889,-78.13238889,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Flat Rock Creek","030102040303","Flat Rock Creek","CM-C",NA
"5AFRC013.25","CM10","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","FLAT ROCK CR @ RT 637","000002","AMBNT",36.93833333,-78.14527778,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Flat Rock Creek","030102040303","Flat Rock Creek","CM-C",NA
"5AHUR001.91","CU08","AW",12,"2014",1,NA,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Gettysburg Rd., E. of Old Oak Rd.","000002","AMBNT",37.00444444,-77.93944444,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Long Branch-Hurricane Branch","030102010202","Hurricane Branch-Long Branch","CU-B",NA
"5AKIT000.67","CM07","RB, PA",18,"2012, 2013, 2014, 2016",4,NA,"2 : RB","12 : PA","2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 6 | PA: 12 | Total: 18","PA: 12 | RB: 4 | Total: 16","RB: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","Kits Creek @ Rte 49","000002","AMBNT",36.93361111,-78.32833333,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Reedy Creek-North Meherrin River","030102040204","North Meherrin River-Reedy Creek","CM-B",NA
"5AKIT002.65","CM07","FP",6,"2011, 2013, 2015",3,"2 : FP",NA,"2 : FP",NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 6 | Total: 6","FP: 4 | Total: 4","FP: 2 | Total: 2","APROB","STREAM","SCRO","Blue Ridge","N OF RT622 @ REHOBOTH","000002","AMBNT",36.92990278,-78.35787778,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Reedy Creek-North Meherrin River","030102040204","North Meherrin River-Reedy Creek","CM-B","VAEQ99-480"
"5AKTS002.63","CM03","RB",6,"2012, 2014, 2016",3,NA,"2 : RB",NA,"2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 6 | Total: 6","RB: 4 | Total: 4","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","Kits Creek @ Rte 661","000002","AMBNT",36.81466667,-78.31811111,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Blackstone Creek-South Meherrin River","030102040103","South Meherrin River-Blackstone Creek","CM-A",NA
"5ALDB000.03","CM04","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","Ledbetter Cr @ Rt 626","000002","AMBNT",37.01777778,-78.35805556,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Ledbetter Creek-North Meherrin River","030102040201","North Meherrin River-Ledbetter Creek","CM-B",NA
"5ALNT009.80","CU06","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","RT. 625 BRIDGE, SE OF CREWE","000002","AMBNT",37.11947222,-78.08125,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Whetstone Creek-Little Nottoway River","030102010106","Little Nottoway River-Whetstone Creek","CU-A",NA
"5ALTH001.58","CU03","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","L. Hounds Cr @ Rt. 651","000002","AMBNT",37.01305556,-78.12472222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Big Hounds Creek","030102010103","Big Hounds Creek","CU-A",NA
"5ALZT001.39","CU05","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","Jenningstown Rd","000002","AMBNT",37.1355,-78.0997,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Crystal Lake-Little Nottoway River","030102010105","Little Nottoway River-Crystal Lake","CU-A",NA
"5AMDT001.20","CU02","AW",12,"2016",1,NA,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","SSTUDY","STREAM","SCRO","Blue Ridge","Modest Creek @ Rte 664","000002","AMBNT",37.05333333,-78.18722222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Modest Creek","030102010102","Modest Creek","CU-A",NA
"5AMHN098.80","CM11","RB, QA",7,"2012, 2014",2,NA,"1 : QA | 1 : RB",NA,"5 : RB",NA,NA,NA,NA,NA,"QA: 1 | RB: 6 | Total: 7","RB: 5 | Total: 5",NA,"SSTUDY","STREAM","PRO","Blue Ridge","RT. 138 BRIDGE, UNION MILL BRIDGE","000002","AMBNT",36.79147222,-78.08291667,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Stony Creek-Meherrin River","030102040401","Meherrin River-Stony Creek","CM-D",NA
"5AMHN102.61","CM09","AW",13,"2011, 2012",2,"7 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 13 | Total: 13",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Meherrin River @ Rt 637","000002","AMBNT",36.78694445,-78.1175,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Crooked Creek-Meherrin River","030102040302","Meherrin River-Crooked Creek","CM-C",NA
"5AMHN104.32","CM09","FP",2,"2015",1,NA,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","SCRO","Blue Ridge","Mehherin R just upstream of Crooked Ck","000002","AMBNT",36.79577778,-78.147,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Crooked Creek-Meherrin River","030102040302","Meherrin River-Crooked Creek","CM-C",NA
"5AMHN105.36","CM09","PA",12,"2015",1,NA,NA,NA,NA,"12 : PA",NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","APROB","STREAM","SCRO","Blue Ridge","below Rt. 636, Whittles Mill","000002","AMBNT",36.79956111,-78.16335833,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Crooked Creek-Meherrin River","030102040302","Meherrin River-Crooked Creek","CM-C","VAEQ99-020"
"5AMLL000.03","CU05","FP",2,"2012",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Mallory's Ck east of Harper Rd","000002","AMBNT",37.142,-78.14919444,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Crystal Lake-Little Nottoway River","030102010105","Little Nottoway River-Crystal Lake","CU-A",NA
"5AMLL001.27","CU05","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Mallorys Creek @ Rte 663(Lone Pine Rd)","000002","AMBNT",37.155,-78.16222222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Crystal Lake-Little Nottoway River","030102010105","Little Nottoway River-Crystal Lake","CU-A",NA
"5AMMR008.77","CM01","AW, RB",15,"2011, 2012, 2014",3,"6 : AW","6 : AW | 1 : RB",NA,"2 : RB",NA,NA,NA,NA,NA,"AW: 12 | RB: 3 | Total: 15","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Middle Meherrin @ Rt. 631","000002","AMBNT",36.91194445,-78.39777778,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Middle Meherrin River","030102040101","Middle Meherrin River","CM-A",NA
"5AMMR014.21","CM01","FP",2,"2016",1,NA,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM",NA,"Blue Ridge","Middle Meherrin West of Braxton Rd","000002","AMBNT",36.95058333,-78.45258333,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Middle Meherrin River","030102040101","Middle Meherrin River","CM-A",NA
"5AMMR015.22","CM01","PA, QA",12,"2016",1,NA,NA,NA,NA,NA,"11 : PA | 1 : QA",NA,NA,"PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","APROB","STREAM","SCRO","Blue Ridge","Route 695 Eubanks Road","000002","AMBNT",36.96278889,-78.46081111,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Middle Meherrin River","030102040101","Middle Meherrin River","CM-A",NA
"5AMSC002.30","CM08","RB, AW",18,"2011, 2014, 2016",3,"2 : RB",NA,NA,"12 : AW | 2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 6 | AW: 12 | Total: 18","AW: 12 | RB: 4 | Total: 16","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Masons Cr @ Rt 655","000002","AMBNT",36.83027778,-78.22805556,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Mason Creek-Meherrin River","030102040301","Meherrin River-Mason Creek","CM-C",NA
"5ANMR007.90","CM07","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"BIOMON","STREAM","SCRO","Blue Ridge","100 yds. upstream rte. 712","000002","AMBNT",36.8796,-78.3021,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Reedy Creek-North Meherrin River","030102040204","North Meherrin River-Reedy Creek","CM-B",NA
"5ANMR013.95","CM07","TR",37,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TR","7 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","TR: 37 | Total: 37","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","RT. 49 BRIDGE, SW OF LUNENBURG","000002","AMBNT",36.93722222,-78.32166667,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Reedy Creek-North Meherrin River","030102040204","North Meherrin River-Reedy Creek","CM-B",NA
"5ANTW142.08","CU04","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","RT. 49 BRIDGE","000002","AMBNT",37.04611111,-78.14972222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Falls Creek-Nottoway River","030102010104","Nottoway River-Falls Creek","CU-A","5ANTW138.57"
"5ANTW143.06","CU04","RL",60,"2011, 2012",2,"32 : RL","28 : RL",NA,NA,NA,NA,NA,NA,NA,"RL: 60 | Total: 60",NA,NA,"AWTSHD","RESERV","SCRO","Blue Ridge","NOTTOWAY FALLS LAKE 100m from DAM","000002","AMBNT",37.04583333,-78.14944444,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Falls Creek-Nottoway River","030102010104","Nottoway River-Falls Creek","CU-A",NA
"5ANTW155.06","CU01","TR",36,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","TR: 36 | Total: 36","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","NOTTOWAY RIVER, RT. 625 BRIDGE","000002","AMBNT",37.11583333,-78.23527778,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Dry Creek-Nottoway River","030102010101","Nottoway River-Dry Creek","CU-A","02040000"
"5ARYK002.34","CM07","AW, RB",16,"2011, 2012, 2013, 2016",4,"6 : AW","6 : AW","2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 4 | Total: 16","RB: 4 | Total: 4","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Reedy Cr @ Reedy Creek Rd","000002","AMBNT",36.90638889,-78.28361111,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Reedy Creek-North Meherrin River","030102040204","North Meherrin River-Reedy Creek","CM-B",NA
"5ASMR007.48","CM03","AW",12,"2016",1,NA,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 634 BRIDGE E OF CHASE CITY","000002","AMBNT",36.8505,-78.35213889,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Blackstone Creek-South Meherrin River","030102040103","South Meherrin River-Blackstone Creek","CM-A",NA
"5ASMR017.13","CM02","RB",3,"2013, 2016",2,NA,NA,"2 : RB",NA,NA,"1 : RB",NA,NA,"RB: 1 | Total: 1","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 1 | Total: 1","SSTUDY","STREAM","SCRO","Blue Ridge","RT. 632 BRIDGE N OF CHASE CITY","000002","AMBNT",36.87211111,-78.45872222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Finneywood Creek-South Meherrin River","030102040102","South Meherrin River-Finneywood Creek","CM-A",NA
"5ASNY003.19","CM11","FP",5,"2011",1,"5 : FP",NA,NA,NA,NA,NA,NA,NA,NA,"FP: 5 | Total: 5",NA,NA,"APROB","STREAM","PRO","Blue Ridge","Approx. 400 Meters DS Rt. 602","000002","AMBNT",36.81169445,-78.04788889,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Stony Creek-Meherrin River","030102040401","Meherrin River-Stony Creek","CM-D","VARS11-058"
"5ASNY003.44","CM11","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","PRO","Blue Ridge","Upstream crossing on Rt. 602","000002","AMBNT",36.81080556,-78.05113889,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Stony Creek-Meherrin River","030102040401","Meherrin River-Stony Creek","CM-D",NA
"5ASYC003.90","CU07","RB",3,"2012, 2013",2,NA,"1 : RB","2 : RB",NA,NA,NA,NA,NA,NA,"RB: 3 | Total: 3","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","N.E. OF KENBRIDGE STP AT RT. 600 BRIDGE","000002","AMBNT",36.98666667,-78.08166667,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Cedar Creek-Nottoway River","030102010201","Nottoway River-Cedar Creek","CU-B",NA
"5ATSK000.59","CM04","RB",4,"2011, 2014",2,"2 : RB",NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"BIOMON","STREAM","SCRO","Blue Ridge","Tusekiah Creek @ Rte 682","000002","AMBNT",37.00841667,-78.33925,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","MEHERRIN","03010204","Meheriin","Ledbetter Creek-North Meherrin River","030102040201","North Meherrin River-Ledbetter Creek","CM-B",NA
"5AWSN000.48","CU06","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Whetstone Cr @ The Grove Rd","000002","AMBNT",37.08611111,-78.05722222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Whetstone Creek-Little Nottoway River","030102010106","Little Nottoway River-Whetstone Creek","CU-A",NA
"5AXBL000.80","CU08","FP, SS",12,"2011, 2012",2,"1 : FP | 8 : SS","3 : SS",NA,NA,NA,NA,NA,NA,NA,"FP: 1 | SS: 11 | Total: 12",NA,NA,"BIOMON","STREAM","SCRO","Blue Ridge","STATION #2 - FIRST ROAD BELOW FORT PICKE","000002","AMBNT",37.03666667,-77.95555556,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Long Branch-Hurricane Branch","030102010202","Hurricane Branch-Long Branch","CU-B",NA
"5AXBL001.18","CU08","FP, SS",12,"2011, 2012",2,"1 : FP | 8 : SS","3 : SS",NA,NA,NA,NA,NA,NA,NA,"FP: 1 | SS: 11 | Total: 12",NA,NA,"BIOMON","STREAM","SCRO","Blue Ridge","STATION 1-50 YDS. ABOVE FT. PICKETT STP","000002","AMBNT",37.04055556,-77.95472222,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Long Branch-Hurricane Branch","030102010202","Hurricane Branch-Long Branch","CU-B",NA
"5AXIA000.48","CU02","FP",2,"2011",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","UT Modest Cr east of Rt 739","000002","AMBNT",37.03869444,-78.20066667,"03","South Atlantic-Gulf","Chowan and Dismal Swamp River Basin","NOTTOWAY","03010201","Nottoway","Modest Creek","030102010102","Modest Creek","CU-A",NA
"9-ADR000.13","NE85","TM, QA",23,"2011, 2012, 2017, 2018",4,"1 : QA | 5 : TM","1 : QA | 5 : TM",NA,NA,NA,NA,"6 : TM","5 : TM","TM: 11 | Total: 11","QA: 2 | TM: 10 | Total: 12","TM: 11 | Total: 11","TM: 11 | Total: 11","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 648 BRIDGE","000002","AMBNT",37.37406111,-80.86948611,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Adair Run-Bluestone Lake","050500021001","New River/Bluestone Lake-Adair Run","NE-Y",NA
"9-BCK015.88","NE61","RB, FP, IM, TM",19,"2011, 2012, 2016, 2017",4,"1 : RB","3 : FP",NA,NA,NA,"7 : IM | 2 : RB","6 : TM",NA,"IM: 7 | RB: 2 | TM: 6 | Total: 15","RB: 3 | FP: 3 | IM: 7 | Total: 13","IM: 7 | RB: 2 | TM: 6 | Total: 15","IM: 7 | RB: 2 | TM: 6 | Total: 15","APROB","STREAM","WCRO","Blue Ridge","Dnstr of Rt. 636","000002","AMBNT",37.13395,-80.75455833,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Back Creek","050500011805","Back Creek","NE-Q",NA
"9-BCK015.98","NE61","RB",1,"2011",1,"1 : RB",NA,NA,NA,NA,NA,NA,NA,NA,"RB: 1 | Total: 1",NA,NA,"SSTUDY","STREAM","WCRO","Blue Ridge","RT. 636 Black Hollow Road","000002","AMBNT",37.13343333,-80.75796389,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Back Creek","050500011805","Back Creek","NE-Q",NA
"9-BIC000.14","NE54","AW, RB",26,"2011, 2012, 2014, 2017",4,"6 : AW","6 : AW",NA,"2 : RB",NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | RB: 2 | Total: 14","RB: 2 | AW: 12 | Total: 14","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 787 Bridge","000002","AMBNT",36.99583333,-80.52083333,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Big Indian Creek","050500011703","Big Indian Creek","NE-P",NA
"9-BMK001.11","NE42","AW, RB",26,"2011, 2012, 2017",3,"6 : AW | 2 : RB","6 : AW",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | RB: 2 | Total: 14","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 693 Bridge","000002","AMBNT",36.98554722,-80.69073333,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Big Macks Creek","050500011501","Big Macks Creek","NE-N",NA
"9-BRF017.34","NE38","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","WCRO","Blue Ridge","Along Rt. 630","000002","AMBNT",36.81191111,-80.4972,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Burks Fork","050500011401","Burks Fork","NE-M",NA
"9-BSH000.05","NE52","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 617 Bridge","000002","AMBNT",37.01472222,-80.40388889,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Brush Creek-Little River","050500011701","Little River-Brush Creek","NE-P",NA
"9-BVR001.70","NE52","FP",2,"2018",1,NA,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","Off rt. 705 (Beaver Cr Rd)","000002","AMBNT",36.959386,-80.383414,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Brush Creek-Little River","050500011701","Little River-Brush Creek","NE-P","VA-1172"
"9-CBC001.00","NE58","AW, QA",24,"2011, 2012, 2017",3,"6 : AW","5 : AW | 1 : QA",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 663 BRIDGE, NEAR WALTON MONTGOMERY","000002","AMBNT",37.15305556,-80.515,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Crab Creek","050500011802","Crab Creek","NE-Q",NA
