"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"4ASNW016.24","RU33",NA,12,"2018",1,NA,NA,NA,NA,NA,"11 : AW | 1 : QA",NA,"AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","Snow Creek Road Bridge at Parkers Store","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.8727,-79.72491667,"03010101","Upper Roanoke","Crab Creek-Snow Creek","RU-I","030101010901","Snow Creek-Crab Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2018-01-23 20:00:00,"Roanoke","Upper Roanoke"
"4ASOO002.56","RD08","FP",2,"2015",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Dnstr of Golf Course Rd (rt. 832)","Blue Ridge","WCRO",0.3,"S",50,NA,NA,36.5836,-80.1128,"03010103","Upper Dan","Spoon Creek","RD-B","030101030403","Spoon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-198",2015-04-16 15:30:00,"Roanoke","Upper Dan"
"4ASOO003.12","RD08",NA,12,"2015",1,NA,NA,"11 : PA | 1 : QA",NA,NA,NA,NA,NA,"PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12",NA,"RT. 832 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY FAILED POST CHECK",36.5875,-80.10972222,"03010103","Upper Dan","Spoon Creek","RD-B","030101030403","Spoon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-01-05 15:45:00,"Roanoke","Upper Dan"
"4ASOT000.99","RD17","AW",12,"2013",1,"12 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"rT. 622 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.85559722,-80.16234722,"03010103","Upper Dan","Widgeon Creek-Smith River","RD-D","030101030603","Smith River-Widgeon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-28 18:40:00,"Roanoke","Upper Dan"
"4ASOT002.90","RD17","RB",2,"2016",1,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Above Rt. 40","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.86985,-80.18422778,"03010103","Upper Dan","Widgeon Creek-Smith River","RD-D","030101030603","Smith River-Widgeon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2016-04-07 16:30:00,"Roanoke","Upper Dan"
"4ASRE006.91","RD30","FP",4,"2014, 2016, 2018",3,NA,"1 : FP",NA,"2 : FP",NA,"1 : FP",NA,"FP: 3 | Total: 3","FP: 4 | Total: 4","FP: 3 | Total: 3","FP: 1 | Total: 1","Dnstr of Morgan Ford, near NC border","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.5481,-79.7582,"03010103","Upper Dan","Fall Creek-Smith River","RD-F","030101030807","Smith River-Fall Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-024",2014-10-30 14:00:00,"Roanoke","Upper Dan"
"4ASRE007.90","RD30",NA,51,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"11 : PA | 1 : TR","12 : TR","5 : TR","6 : TR","5 : TR","6 : TR","5 : TR","TR: 22 | Total: 22","PA: 11 | TR: 35 | Total: 46","TR: 27 | Total: 27","TR: 16 | Total: 16","RT. 622 BRIDGE, MORGAN FORD BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.55861111,-79.74611111,"03010103","Upper Dan","Fall Creek-Smith River","RD-F","030101030807","Smith River-Fall Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-28 15:45:00,"Roanoke","Upper Dan"
"4ASRE015.43","RD30","RB",5,"2013, 2014, 2016",3,"2 : RB","2 : RB",NA,"1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 5 | Total: 5","RB: 1 | Total: 1",NA,"RT. 636 BRIDGE BELOW MARTINSVILLE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.60194444,-79.77722222,"03010103","Upper Dan","Fall Creek-Smith River","RD-F","030101030807","Smith River-Fall Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-06-04 17:30:00,"Roanoke","Upper Dan"
"4ASRE019.00","RD26",NA,11,"2013, 2014, 2017",3,"1 : RB","2 : RB",NA,NA,"8 : AW",NA,NA,"AW: 8 | Total: 8","RB: 3 | AW: 8 | Total: 11","AW: 8 | Total: 8","AW: 8 | Total: 8","ABOVE CONFLUENCE WITH MARROWBONE CREEK H","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.61472222,-79.82305555,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-10-24 15:30:00,"Roanoke","Upper Dan"
"4ASRE022.30","RD26","RB",3,"2013, 2014",2,"1 : RB","2 : RB",NA,NA,NA,NA,NA,NA,"RB: 3 | Total: 3",NA,NA,"Below Martinsville STP","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.6447,-79.83213056,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-11-14 12:20:00,"Roanoke","Upper Dan"
"4ASRE022.90","RD26","RB",3,"2013, 2014",2,"1 : RB","2 : RB",NA,NA,NA,NA,NA,NA,"RB: 3 | Total: 3",NA,NA,"Downstream of Machine Br. Mouth","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.64436111,-79.84013889,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-11-14 13:00:00,"Roanoke","Upper Dan"
"4ASRE024.30","RD26","RB",4,"2013, 2014",2,"2 : RB","2 : RB",NA,NA,NA,NA,NA,NA,"RB: 4 | Total: 4",NA,NA,"Frith Rd below railroad trestle","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.65038889,-79.86136111,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-06-04 16:30:00,"Roanoke","Upper Dan"
"4ASRE031.00","RD24",NA,18,"2013, 2014, 2016",3,"2 : RB","2 : RB",NA,"2 : FP | 12 : PA",NA,NA,NA,"FP: 2 | PA: 12 | Total: 14","RB: 4 | FP: 2 | PA: 12 | Total: 18","FP: 2 | PA: 12 | Total: 14",NA,"Behind Church at Kohler","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.68848889,-79.90993056,"03010103","Upper Dan","Beaver Creek-Smith River","RD-F","030101030801","Smith River-Beaver Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-06-04 15:40:00,"Roanoke","Upper Dan"
"4ASRE033.19","RD24",NA,4430,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"2 : RB | 6 : TR","2 : RB | 4379 : TM | 6 : TR","6 : TR","1 : RB | 11 : TR","6 : TR","6 : TR","5 : TR","RB: 1 | TR: 28 | Total: 29","RB: 5 | TR: 41 | TM: 4379 | Total: 4425","TR: 34 | RB: 1 | Total: 35","TR: 17 | Total: 17","RT. 701 BELOW FIELDCREST MILL","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.70111111,-79.93305556,"03010103","Upper Dan","Beaver Creek-Smith River","RD-F","030101030801","Smith River-Beaver Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02072500 or 02073000",2013-02-27 16:00:00,"Roanoke","Upper Dan"
"4ASRE038.57","RD22","FP",2,"2017",1,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Off Rt. 57 in Bassett","Blue Ridge",NA,0.3,"S",50,"000002",NA,36.754283,-79.985578,"03010103","Upper Dan","Blackberry Creek-Smith River","RD-E","030101030702","Smith River-Blackberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-04-17 15:10:00,"Roanoke","Upper Dan"
"4ASRE039.43","RD22","PA",12,"2017",1,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","Rt. 57 Bridge in Bassett","Blue Ridge",NA,0.3,"S",50,"000002",NA,36.76246,-79.995103,"03010103","Upper Dan","Blackberry Creek-Smith River","RD-E","030101030702","Smith River-Blackberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-01-11 16:50:00,"Roanoke","Upper Dan"
"4ASRE043.54","RD22",NA,43,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","1 : AW | 6 : TR","1 : AW | 6 : TR","6 : TR","5 : TR","AW: 2 | TR: 23 | Total: 25","TR: 36 | AW: 2 | Total: 38","TR: 29 | AW: 2 | Total: 31","AW: 1 | TR: 17 | Total: 18","RT. 674 BR ABOVE TOWN CREEK","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.788051,-80.008927,"03010103","Upper Dan","Blackberry Creek-Smith River","RD-E","030101030702","Smith River-Blackberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02072000",2013-02-27 15:35:00,"Roanoke","Upper Dan"
"4ASRE046.90","RD22","RL",545,"2015, 2016, 2019",3,NA,NA,"181 : RL","215 : RL",NA,NA,"149 : RL","RL: 364 | Total: 364","RL: 396 | Total: 396","RL: 545 | Total: 545","RL: 149 | Total: 149","PHILPOTT RESERVOIR ABOVE DAM","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.78111111,-80.0275,"03010103","Upper Dan","Blackberry Creek-Smith River","RD-E","030101030702","Smith River-Blackberry Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-13 15:00:00,"Roanoke","Upper Dan"
"4ASRE048.98","RD20","RL",501,"2015, 2016, 2019",3,NA,NA,"180 : RL","175 : RL",NA,NA,"146 : RL","RL: 321 | Total: 321","RL: 355 | Total: 355","RL: 501 | Total: 501","RL: 146 | Total: 146","#2A,#2B,#2C GOOSE POINT - TOP, MIDDLE, B","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.803814,-80.04721,"03010103","Upper Dan","Philpott Reservoir-Smith River","RD-D","030101030606","Smith River/Philpott Reservoir","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-13 15:40:00,"Roanoke","Upper Dan"
"4ASRE051.06","RD19","RL",92,"2019",1,NA,NA,NA,NA,NA,NA,"92 : RL","RL: 92 | Total: 92",NA,"RL: 92 | Total: 92","RL: 92 | Total: 92","PHILPOTT RESERVOIR AT BUOY 4","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.82611111,-80.07194444,"03010103","Upper Dan","Nicholas Creek-Smith River","RD-D","030101030605","Smith River/Philpott Reservoir-Nicholas Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2019-07-30 12:00:00,"Roanoke","Upper Dan"
"4ASRE052.31","RD19","RL",461,"2015, 2016, 2019",3,NA,NA,"191 : RL","212 : RL",NA,NA,"58 : RL","RL: 270 | Total: 270","RL: 403 | Total: 403","RL: 461 | Total: 461","RL: 58 | Total: 58","#3A,#3B,#3C HORSEHOE POINT - TOP,MIDDLE,","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.830302,-80.072285,"03010103","Upper Dan","Nicholas Creek-Smith River","RD-D","030101030605","Smith River/Philpott Reservoir-Nicholas Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-13 16:15:00,"Roanoke","Upper Dan"
"4ASRE056.06","RD19","RL",310,"2015, 2016, 2019",3,NA,NA,"100 : RL","118 : RL",NA,NA,"92 : RL","RL: 210 | Total: 210","RL: 218 | Total: 218","RL: 310 | Total: 310","RL: 92 | Total: 92","#4A,#4B,#4C UNION BRIDGE - TOP, MIDDLE,","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.84694444,-80.10194444,"03010103","Upper Dan","Nicholas Creek-Smith River","RD-D","030101030605","Smith River/Philpott Reservoir-Nicholas Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-13 17:10:00,"Roanoke","Upper Dan"
"4ASRE063.69","RD17","FP",7,"2014, 2016, 2018, 2019",4,NA,"2 : FP",NA,"2 : FP",NA,"1 : FP","2 : FP","FP: 5 | Total: 5","FP: 5 | Total: 5","FP: 5 | Total: 5","FP: 3 | Total: 3","Upstr of confluence with Shooting Creek","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.8436,-80.1617,"03010103","Upper Dan","Widgeon Creek-Smith River","RD-D","030101030603","Smith River-Widgeon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-008",2014-05-20 15:20:00,"Roanoke","Upper Dan"
"4ASRE069.46","RD17",NA,38,"2014, 2016, 2018, 2019",4,NA,"12 : PA",NA,"12 : PA",NA,"2 : QA | 11 : TR","1 : RB","PA: 12 | QA: 2 | TR: 11 | RB: 1 | Total: 26","PA: 24 | QA: 2 | TR: 11 | Total: 37","PA: 12 | QA: 2 | TR: 11 | RB: 1 | Total: 26","QA: 2 | TR: 11 | RB: 1 | Total: 14","Downstream of Iron Bridge Rd Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.80630556,-80.20038889,"03010103","Upper Dan","Widgeon Creek-Smith River","RD-D","030101030603","Smith River-Widgeon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2014-01-09 19:45:00,"Roanoke","Upper Dan"
"4ASRE075.69","RD15","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","RT. 708 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.77916667,-80.24805556,"03010103","Upper Dan","Rock Castle Creek-Smith River","RD-D","030101030601","Smith River-Rock Castle Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-27 19:30:00,"Roanoke","Upper Dan"
"4ASRN005.14","RU81",NA,60,"2015, 2016",2,NA,NA,"31 : RL","1 : QA | 28 : RL",NA,NA,NA,"QA: 1 | RL: 28 | Total: 29","RL: 59 | QA: 1 | Total: 60","RL: 59 | QA: 1 | Total: 60",NA,"KEYSVILLE RESERVOIR (LAKE)-CHARLOTTE CO","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.05777778,-78.5025,"03010102","Middle Roanoke","Spring Creek-Roanoke Creek","RU-T","030101020501","Roanoke Creek-Spring Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-13 17:00:00,"Roanoke","Middle Roanoke"
"4ASRV000.20","RD36","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","ROUTE 58 BRIDGE, DANVILLE-CITY OF DANVIL","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.58944444,-79.42027778,"03010103","Upper Dan","Lower Sandy River","RD-H","030101031003","Lower Sandy River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-02-13 17:25:00,"Roanoke","Upper Dan"
"4ASRV015.06","RD36","RB",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","Sandy River @ Rte. 851","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.66113889,-79.57816667,"03010103","Upper Dan","Lower Sandy River","RD-H","030101031003","Lower Sandy River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-09-04 09:00:00,"Roanoke","Upper Dan"
"4ASRV022.99","RD35",NA,13,"2017, 2018, 2019",3,NA,NA,NA,NA,"6 : AW","6 : AW","1 : RB","AW: 12 | RB: 1 | Total: 13","AW: 12 | Total: 12","AW: 12 | RB: 1 | Total: 13","AW: 12 | RB: 1 | Total: 13","Sandy River @ Wyatt Farm Road RT. 612","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.73944444,-79.61472222,"03010103","Upper Dan","Tanyard Creek-South Prong Sandy River","RD-H","030101031002","South Prong Sandy River-Tanyard Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-25 16:10:00,"Roanoke","Upper Dan"
"4ASRW002.32","RD52","PA",12,"2017",1,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","Strawberry Cr @ Strawberry Rd (Rt 750)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.76333333,-79.53527778,"03010105","Banister","Strawberry Creek-Banister River","RD-M","030101050101","Banister River-Strawberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2017-01-05 18:40:00,"Roanoke","Banister"
"4ASRW004.87","RD52","FP",2,"2017",1,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Strawberry Ck S of Rte 612","Blue Ridge",NA,0.3,"S",50,"000002",NA,36.749167,-79.566,"03010105","Banister","Strawberry Creek-Banister River","RD-M","030101050101","Banister River-Strawberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-04-12 14:10:00,"Roanoke","Banister"
"4ASSC002.98","RU62","AW",12,"2016",1,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"RTE 761 (Straightstone Rd)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.04916667,-79.11027778,"03010102","Middle Roanoke","Straightstone Creek","RU-P","030101020103","Straightstone Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2016-01-19 22:20:00,"Roanoke","Middle Roanoke"
"4ASSP002.44","RD34",NA,14,"2014, 2016",2,NA,"2 : RB",NA,"11 : AW | 1 : QA",NA,NA,NA,"AW: 11 | QA: 1 | Total: 12","RB: 2 | AW: 11 | QA: 1 | Total: 14","AW: 11 | QA: 1 | Total: 12",NA,"RT 841, Whispering Pines Road","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.66305556,-79.61805556,"03010103","Upper Dan","Upper Sandy River","RD-H","030101031001","Upper Sandy River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-05-08 16:45:00,"Roanoke","Upper Dan"
"4ASYC002.02","RD16","AW",12,"2016",1,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"Elamsville Road Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.77023056,-80.20946945,"03010103","Upper Dan","Little Sycamore Creek-Sycamore Creek","RD-D","030101030602","Sycamore Creek-Little Sycamore Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-01-06 19:30:00,"Roanoke","Upper Dan"
"4ATCC003.71","RU34","AW",12,"2015",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"Danville Turnpike near Sago (Rt. 969)","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY FAILED POST CHECK",36.88098056,-79.63084722,"03010101","Upper Roanoke","Turkeycock Creek","RU-I","030101010902","Turkeycock Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-01-05 17:40:00,"Roanoke","Upper Roanoke"
"4ATEL001.02","RU22",NA,68,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","1 : RB | 6 : TR","23 : IM | 2 : RB | 6 : TR","TR: 24 | RB: 3 | IM: 23 | Total: 50","TR: 36 | RB: 1 | Total: 37","TR: 30 | RB: 3 | IM: 23 | Total: 56","TR: 18 | RB: 3 | IM: 23 | Total: 44","RT. 697 BRIDGE (FRANKLIN CO.)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.06777778,-79.92694444,"03010101","Upper Roanoke","Madcap Creek-Blackwater River","RU-E","030101010503","Blackwater River-Madcap Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-08 17:30:00,"Roanoke","Upper Roanoke"
"4ATER001.71","RU38","FP",2,"2016",1,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Terrapin Ck just downstream of powerline","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.07769445,-79.45438889,"03010101","Upper Roanoke","Old Womans Creek-Leesville Lake","RU-M","030101011302","Roanoke River/Leesville Lake-Old Womans Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2016-03-08 14:55:00,"Roanoke","Upper Roanoke"
"4ATER002.17","RU38","PA",12,"2016",1,NA,NA,NA,"12 : PA",NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"Route 733 Chellis Ford Road","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.08568889,-79.45686111,"03010101","Upper Roanoke","Old Womans Creek-Leesville Lake","RU-M","030101011302","Roanoke River/Leesville Lake-Old Womans Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2016-01-19 17:10:00,"Roanoke","Upper Roanoke"
"4ATIP002.55","RU74",NA,25,"2014, 2019",2,NA,"12 : AW | 2 : RB",NA,NA,NA,NA,"10 : AW | 1 : RB","AW: 10 | RB: 1 | Total: 11","AW: 12 | RB: 2 | Total: 14","AW: 10 | RB: 1 | Total: 11","AW: 10 | RB: 1 | Total: 11","TURNIP CREEK, RT. 619 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.01444444,-78.85138889,"03010102","Middle Roanoke","Turnip Creek","RU-S","030101020403","Turnip Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-22 19:20:00,"Roanoke","Middle Roanoke"
"4ATKR000.08","RU13",NA,24,"2015, 2016, 2017, 2018",4,NA,NA,"6 : TM","6 : TM","6 : TM","6 : TR",NA,"TM: 12 | TR: 6 | Total: 18","TM: 18 | TR: 6 | Total: 24","TM: 18 | TR: 6 | Total: 24","TM: 6 | TR: 6 | Total: 12","Tinker Cr. upstream of Roanoke R con","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.26744444,-79.90427778,"03010101","Upper Roanoke","Glade Creek-Tinker Creek","RU-D","030101010403","Tinker Creek-Glade Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-01-26 20:35:00,"Roanoke","Upper Roanoke"
